order_id,customer_name,email,age,gender,country,order_date,product,category,price,quantity,total_amount,payment_method,order_status
ORD113,Maria Garcia,maria.garcia@email.com,27.0,Female,Uk,23-05-06,Laptop,Accessories,532,1,532,PayPal,Returned
ORD114,Anna Muller,anna.muller@email.com,39.0,Male,Uk,23-05-06,Shoes,Fashion,367,2,734,UPI,Delivered
ORD117,Liu Wei,liu.wei@email.com,39.0,Male,Canada,23-05-06,Phone,Accessories,816,2,1632,Credit Card,Cancelled
ORD118,Raj Kumar,raj.kumar@email.com,39.0,Female,Germany,23-05-06,Watch,Electronics,881,2,1762,Unknown,Delivered
ORD119,Chris Evans,chris.evans@email.com,39.0,Female,Canada,23-05-06,Watch,Fashion,1262,3,3786,Debit Card,Shipped
ORD120,Liu Wei,liu.wei@email.com,39.0,Female,Usa,23-05-06,T-Shirt,Electronics,1103,1,1103,Credit Card,Returned
ORD121,John Doe,john.doe@email.com,39.0,Female,Uk,23-05-06,Headphones,Accessories,995,1,995,Unknown,Cancelled
ORD123,Mike Brown,mike.brown@email.com,39.0,Female,India,23-05-06,Bag,Fashion,862,2,1724,UPI,Delivered
ORD124,Raj Kumar,raj.kumar@email.com,39.0,Male,Canada,23-05-06,Laptop,Electronics,1330,3,3990,UPI,Shipped
ORD125,Liu Wei,liu.wei@email.com,39.0,Female,China,23-05-06,Bag,Accessories,658,1,658,UPI,Cancelled
ORD126,Liu Wei,liu.wei@email.com,39.0,Female,Usa,23-05-06,T-Shirt,Fashion,518,3,1554,Credit Card,Shipped
ORD127,Raj Kumar,raj.kumar@email.com,39.0,Male,India,23-05-06,Tablet,Electronics,1375,2,2750,PayPal,Cancelled
ORD128,David Kim,david.kim@email.com,39.0,Female,Uk,23-05-06,T-Shirt,Fashion,355,1,355,Credit Card,Shipped
ORD129,Chris Evans,chris.evans@email.com,39.0,Female,Uk,23-05-06,Phone,Fashion,548,2,1096,PayPal,Delivered
ORD130,Raj Kumar,raj.kumar@email.com,38.0,Female,Usa,23-05-06,Phone,Accessories,1076,3,3228,PayPal,Returned
ORD131,David Kim,david.kim@email.com,39.0,Male,China,23-05-06,Headphones,Fashion,27,3,81,Credit Card,Cancelled
ORD132,Liu Wei,liu.wei@email.com,39.0,Female,Usa,23-05-06,Tablet,Electronics,827,3,2481,Credit Card,Shipped
ORD133,Mike Brown,mike.brown@email.com,39.0,Male,Usa,23-05-06,Watch,Fashion,303,1,303,UPI,Delivered
ORD134,Liu Wei,liu.wei@email.com,45.0,Male,Uk,23-05-06,Shoes,Accessories,439,3,1317,Unknown,Cancelled
ORD135,Mike Brown,mike.brown@email.com,23.0,Male,Canada,23-05-06,Shoes,Fashion,445,3,1335,Unknown,Delivered
ORD136,Mike Brown,mike.brown@email.com,57.0,Female,Spain,23-05-06,Shoes,Accessories,226,1,226,Debit Card,Returned
ORD137,Emily Davis,emily.davis@email.com,28.0,Female,China,23-05-06,Phone,Fashion,1292,1,1292,PayPal,Returned
ORD138,Chris Evans,chris.evans@email.com,52.0,Male,Canada,23-05-06,Phone,Electronics,1192,1,1192,Debit Card,Returned
ORD139,Maria Garcia,maria.garcia@email.com,39.0,Male,Usa,23-05-06,Tablet,Fashion,1489,3,4467,Debit Card,Shipped
ORD140,Maria Garcia,maria.garcia@email.com,39.0,Female,Uk,23-05-06,Laptop,Accessories,1267,2,2534,Credit Card,Delivered
ORD141,John Doe,john.doe@email.com,39.0,Male,India,23-05-06,Headphones,Electronics,413,3,1239,Debit Card,Cancelled
ORD142,John Doe,john.doe@email.com,39.0,Female,Canada,23-05-06,Camera,Electronics,440,3,1320,Debit Card,Returned
ORD144,Mike Brown,mike.brown@email.com,39.0,Female,Canada,23-05-06,T-Shirt,Fashion,145,1,145,Debit Card,Returned
ORD146,David Kim,david.kim@email.com,39.0,Female,Canada,23-05-06,Shoes,Fashion,633,3,1899,PayPal,Shipped
ORD147,Anna Muller,anna.muller@email.com,26.0,Male,India,23-05-06,Headphones,Fashion,894,1,894,Credit Card,Returned
ORD148,Maria Garcia,maria.garcia@email.com,39.0,Female,Germany,23-05-06,Phone,Fashion,297,3,891,Unknown,Cancelled
ORD149,John Doe,john.doe@email.com,18.0,Female,Spain,23-05-06,Laptop,Accessories,621,2,1242,Credit Card,Delivered
ORD150,Anna Muller,anna.muller@email.com,32.0,Male,Uk,23-05-06,Headphones,Fashion,840,1,840,Credit Card,Cancelled
ORD151,Jane Smith,jane.smith@email.com,43.0,Male,Usa,23-05-06,Shoes,Fashion,530,3,1590,Unknown,Returned
ORD152,Anna Muller,anna.muller@email.com,39.0,Female,India,23-05-06,Shoes,Electronics,977,3,2931,Unknown,Cancelled
ORD153,John Doe,john.doe@email.com,39.0,Female,Usa,23-05-06,Phone,Electronics,1085,3,3255,Credit Card,Shipped
ORD154,Raj Kumar,raj.kumar@email.com,46.0,Female,India,23-05-06,Camera,Fashion,125,2,250,Unknown,Cancelled
ORD155,Sarah Lee,sarah.lee@email.com,25.0,Male,Uk,23-05-06,Watch,Accessories,38,1,38,PayPal,Returned
ORD156,Jane Smith,jane.smith@email.com,39.0,Male,Uk,23-05-06,T-Shirt,Electronics,262,2,524,UPI,Returned
ORD157,Anna Muller,anna.muller@email.com,39.0,Female,Canada,23-05-06,Headphones,Accessories,48,1,48,Debit Card,Delivered
ORD158,John Doe,john.doe@email.com,39.0,Male,Canada,23-05-06,Watch,Electronics,1328,1,1328,UPI,Delivered
ORD160,John Doe,john.doe@email.com,39.0,Male,Uk,23-05-06,Phone,Electronics,1484,2,2968,UPI,Delivered
ORD161,Anna Muller,anna.muller@email.com,39.0,Male,Uk,23-05-06,Camera,Accessories,42,1,42,Debit Card,Shipped
ORD162,Mike Brown,mike.brown@email.com,43.0,Male,China,23-05-06,Camera,Electronics,552,1,552,UPI,Shipped
ORD163,Jane Smith,jane.smith@email.com,39.0,Male,Uk,23-05-06,Bag,Electronics,616,2,1232,PayPal,Returned
ORD164,Anna Muller,anna.muller@email.com,39.0,Female,China,23-05-06,Shoes,Fashion,41,2,82,Debit Card,Cancelled
ORD165,David Kim,david.kim@email.com,39.0,Female,Uk,23-05-06,T-Shirt,Accessories,82,2,164,Credit Card,Delivered
ORD166,Emily Davis,emily.davis@email.com,39.0,Female,Spain,23-05-06,Watch,Accessories,132,1,132,PayPal,Delivered
ORD167,Mike Brown,mike.brown@email.com,39.0,Female,China,23-05-06,Bag,Electronics,1152,3,3456,UPI,Returned
ORD169,Sarah Lee,sarah.lee@email.com,39.0,Male,Canada,23-05-06,T-Shirt,Fashion,1486,2,2972,PayPal,Cancelled
ORD170,Maria Garcia,maria.garcia@email.com,39.0,Male,China,23-05-06,Camera,Fashion,175,1,175,Unknown,Delivered
ORD171,Emily Davis,emily.davis@email.com,18.0,Male,India,23-05-06,Shoes,Accessories,796,3,2388,Unknown,Returned
ORD172,Maria Garcia,maria.garcia@email.com,32.0,Female,Usa,23-05-06,Camera,Accessories,1488,3,4464,Unknown,Cancelled
ORD173,Raj Kumar,raj.kumar@email.com,47.0,Female,China,23-05-06,Bag,Fashion,914,2,1828,PayPal,Cancelled
ORD174,Liu Wei,liu.wei@email.com,39.0,Male,Spain,23-05-06,Camera,Accessories,792,3,2376,Unknown,Returned
ORD175,John Doe,john.doe@email.com,40.0,Female,China,23-05-06,Shoes,Accessories,627,1,627,Unknown,Delivered
ORD177,Sarah Lee,sarah.lee@email.com,45.0,Male,Usa,23-05-06,Phone,Accessories,1437,1,1437,PayPal,Cancelled
ORD178,Chris Evans,chris.evans@email.com,39.0,Male,Germany,23-05-06,Camera,Fashion,801,2,1602,UPI,Cancelled
ORD179,Maria Garcia,maria.garcia@email.com,39.0,Female,Usa,23-05-06,Shoes,Fashion,1375,2,2750,Debit Card,Cancelled
ORD180,David Kim,david.kim@email.com,39.0,Male,India,23-05-06,Laptop,Electronics,29,1,29,UPI,Cancelled
ORD181,Liu Wei,liu.wei@email.com,39.0,Female,India,23-05-06,Headphones,Electronics,1494,1,1494,Unknown,Shipped
ORD182,Maria Garcia,maria.garcia@email.com,39.0,Male,Spain,23-05-06,Shoes,Accessories,313,2,626,Debit Card,Shipped
ORD183,Emily Davis,emily.davis@email.com,36.0,Female,Germany,23-05-06,Tablet,Fashion,1202,3,3606,Credit Card,Cancelled
ORD184,Chris Evans,chris.evans@email.com,23.0,Male,Germany,23-05-06,Phone,Accessories,1219,2,2438,Debit Card,Delivered
ORD185,Chris Evans,chris.evans@email.com,39.0,Male,Uk,23-05-06,Headphones,Accessories,613,1,613,Credit Card,Cancelled
ORD186,Jane Smith,jane.smith@email.com,39.0,Male,Spain,23-05-06,Phone,Accessories,1355,1,1355,PayPal,Returned
ORD187,John Doe,john.doe@email.com,39.0,Male,India,23-05-06,Phone,Electronics,936,3,2808,Credit Card,Delivered
ORD188,Maria Garcia,maria.garcia@email.com,24.0,Male,Usa,23-05-06,Tablet,Fashion,116,3,348,UPI,Returned
ORD189,Liu Wei,liu.wei@email.com,39.0,Female,Usa,23-05-06,Bag,Electronics,291,3,873,Unknown,Cancelled
ORD190,Emily Davis,emily.davis@email.com,33.0,Female,Uk,23-05-06,Tablet,Accessories,790,1,790,PayPal,Shipped
ORD191,Mike Brown,mike.brown@email.com,39.0,Female,China,23-05-06,Bag,Accessories,1087,3,3261,Debit Card,Delivered
ORD192,Mike Brown,mike.brown@email.com,39.0,Male,Usa,23-05-06,Tablet,Electronics,1308,3,3924,Debit Card,Cancelled
ORD193,Liu Wei,liu.wei@email.com,39.0,Male,Uk,23-05-06,Phone,Electronics,236,2,472,PayPal,Delivered
ORD194,Anna Muller,anna.muller@email.com,49.0,Male,Spain,23-05-06,Bag,Electronics,861,3,2583,Unknown,Cancelled
ORD195,John Doe,john.doe@email.com,31.0,Male,Canada,23-05-06,Bag,Accessories,658,1,658,Credit Card,Shipped
ORD196,Anna Muller,anna.muller@email.com,39.0,Female,Spain,23-05-06,Headphones,Accessories,1477,3,4431,Unknown,Shipped
ORD197,David Kim,david.kim@email.com,39.0,Female,Uk,23-05-06,Phone,Fashion,998,2,1996,UPI,Delivered
ORD198,Jane Smith,jane.smith@email.com,39.0,Female,Canada,23-05-06,T-Shirt,Electronics,74,3,222,Unknown,Cancelled
ORD199,Maria Garcia,maria.garcia@email.com,39.0,Male,China,23-05-06,Shoes,Electronics,865,3,2595,Credit Card,Shipped
ORD200,Liu Wei,liu.wei@email.com,39.0,Female,Germany,23-05-06,Tablet,Electronics,274,2,548,Debit Card,Shipped
ORD201,Mike Brown,mike.brown@email.com,39.0,Male,India,23-05-06,Headphones,Fashion,1019,3,3057,PayPal,Cancelled
ORD202,John Doe,john.doe@email.com,60.0,Male,India,23-05-06,Laptop,Electronics,611,1,611,Credit Card,Cancelled
ORD203,Sarah Lee,sarah.lee@email.com,39.0,Male,China,23-05-06,T-Shirt,Accessories,645,3,1935,Unknown,Shipped
ORD204,Jane Smith,jane.smith@email.com,39.0,Female,China,23-05-06,Laptop,Electronics,959,3,2877,UPI,Returned
ORD205,John Doe,john.doe@email.com,38.0,Female,Spain,23-05-06,Headphones,Fashion,1209,3,3627,UPI,Delivered
ORD206,Emily Davis,emily.davis@email.com,41.0,Male,Usa,23-05-06,Watch,Accessories,1026,3,3078,Unknown,Cancelled
ORD207,Anna Muller,anna.muller@email.com,39.0,Male,Canada,23-05-06,T-Shirt,Fashion,76,2,152,Credit Card,Delivered
ORD208,Maria Garcia,maria.garcia@email.com,50.0,Female,Canada,23-05-06,Camera,Electronics,1018,1,1018,Unknown,Shipped
ORD209,Sarah Lee,sarah.lee@email.com,53.0,Male,India,23-05-06,T-Shirt,Accessories,857,2,1714,PayPal,Returned
ORD210,Jane Smith,jane.smith@email.com,39.0,Male,Germany,23-05-06,Tablet,Accessories,543,2,1086,UPI,Cancelled
ORD211,Mike Brown,mike.brown@email.com,39.0,Female,Usa,23-05-06,Camera,Fashion,182,2,364,Debit Card,Delivered
ORD212,Sarah Lee,sarah.lee@email.com,47.0,Female,Uk,23-05-06,Laptop,Electronics,1001,2,2002,Credit Card,Shipped
ORD213,Maria Garcia,maria.garcia@email.com,47.0,Female,China,23-05-06,Tablet,Accessories,818,1,818,UPI,Delivered
ORD214,Sarah Lee,sarah.lee@email.com,39.0,Male,Germany,23-05-06,Headphones,Electronics,1328,3,3984,Credit Card,Returned
ORD215,Anna Muller,anna.muller@email.com,32.0,Male,Usa,23-05-06,Shoes,Fashion,1037,3,3111,Credit Card,Returned
ORD216,Chris Evans,chris.evans@email.com,30.0,Male,Usa,23-05-06,Camera,Fashion,738,3,2214,UPI,Shipped
ORD217,Sarah Lee,sarah.lee@email.com,39.0,Female,Canada,23-05-06,Headphones,Accessories,413,1,413,Unknown,Cancelled
ORD218,John Doe,john.doe@email.com,39.0,Female,Spain,23-05-06,Bag,Electronics,1191,3,3573,Credit Card,Returned
ORD219,Sarah Lee,sarah.lee@email.com,39.0,Male,Germany,23-05-06,Camera,Accessories,53,2,106,PayPal,Delivered
ORD220,Jane Smith,jane.smith@email.com,39.0,Female,China,23-05-06,T-Shirt,Accessories,33,1,33,Debit Card,Cancelled
ORD221,Emily Davis,emily.davis@email.com,39.0,Female,China,23-05-06,Bag,Electronics,1002,2,2004,PayPal,Returned
ORD222,John Doe,john.doe@email.com,39.0,Male,Canada,23-05-06,T-Shirt,Fashion,794,1,794,Credit Card,Shipped
ORD223,Emily Davis,emily.davis@email.com,39.0,Female,China,23-05-06,Laptop,Electronics,696,3,2088,Debit Card,Cancelled
ORD224,Emily Davis,emily.davis@email.com,39.0,Male,Usa,23-05-06,Camera,Electronics,1183,2,2366,Credit Card,Cancelled
ORD225,Chris Evans,chris.evans@email.com,39.0,Male,China,23-05-06,Camera,Fashion,277,1,277,Debit Card,Cancelled
ORD227,Sarah Lee,sarah.lee@email.com,39.0,Male,Spain,23-05-06,Tablet,Accessories,647,3,1941,Credit Card,Shipped
ORD229,Emily Davis,emily.davis@email.com,39.0,Male,Uk,23-05-06,Shoes,Accessories,1034,2,2068,Credit Card,Shipped
ORD230,Emily Davis,emily.davis@email.com,39.0,Male,China,23-05-06,Shoes,Electronics,1334,3,4002,UPI,Returned
ORD231,David Kim,david.kim@email.com,39.0,Male,Germany,23-05-06,Bag,Fashion,1272,1,1272,PayPal,Returned
ORD232,Jane Smith,jane.smith@email.com,39.0,Male,Canada,23-05-06,T-Shirt,Electronics,746,3,2238,PayPal,Returned
ORD234,Anna Muller,anna.muller@email.com,39.0,Male,China,23-05-06,Phone,Electronics,1282,1,1282,PayPal,Shipped
